행정동코드,시도명,시군구명,자치구,행정동,법정동코드,동리명
1111051500,서울특별시,종로구,종로구,청운효자동,1111010100,청운동
1111051500,서울특별시,종로구,종로구,청운효자동,1111010200,신교동
1111051500,서울특별시,종로구,종로구,청운효자동,1111010300,궁정동
1111051500,서울특별시,종로구,종로구,청운효자동,1111010400,효자동
1111051500,서울특별시,종로구,종로구,청운효자동,1111010500,창성동
1111051500,서울특별시,종로구,종로구,청운효자동,1111010800,통인동
1111051500,서울특별시,종로구,종로구,청운효자동,1111010900,누상동
1111051500,서울특별시,종로구,종로구,청운효자동,1111011000,누하동
1111051500,서울특별시,종로구,종로구,청운효자동,1111011100,옥인동
1111051500,서울특별시,종로구,종로구,청운효자동,1111011900,세종로
1111053000,서울특별시,종로구,종로구,사직동,1111010600,통의동
1111053000,서울특별시,종로구,종로구,사직동,1111010700,적선동
1111053000,서울특별시,종로구,종로구,사직동,1111011200,체부동
1111053000,서울특별시,종로구,종로구,사직동,1111011300,필운동
1111053000,서울특별시,종로구,종로구,사직동,1111011400,내자동
1111053000,서울특별시,종로구,종로구,사직동,1111011500,사직동
1111053000,서울특별시,종로구,종로구,사직동,1111011600,도렴동
1111053000,서울특별시,종로구,종로구,사직동,1111011700,당주동
1111053000,서울특별시,종로구,종로구,사직동,1111011800,내수동
1111053000,서울특별시,종로구,종로구,사직동,1111011900,세종로
1111053000,서울특별시,종로구,종로구,사직동,1111012000,신문로1가
1111053000,서울특별시,종로구,종로구,사직동,1111012100,신문로2가
1111054000,서울특별시,종로구,종로구,삼청동,1111013900,팔판동
1111054000,서울특별시,종로구,종로구,삼청동,1111014000,삼청동
1111054000,서울특별시,종로구,종로구,삼청동,1111014100,안국동
1111054000,서울특별시,종로구,종로구,삼청동,1111014200,소격동
1111054000,서울특별시,종로구,종로구,삼청동,1111014300,화동
1111054000,서울특별시,종로구,종로구,삼청동,1111014400,사간동
1111054000,서울특별시,종로구,종로구,삼청동,1111014500,송현동
1111055000,서울특별시,종로구,종로구,부암동,1111018400,부암동
1111055000,서울특별시,종로구,종로구,부암동,1111018500,홍지동
1111055000,서울특별시,종로구,종로구,부암동,1111018600,신영동
1111056000,서울특별시,종로구,종로구,평창동,1111018200,구기동
1111056000,서울특별시,종로구,종로구,평창동,1111018300,평창동
1111057000,서울특별시,종로구,종로구,무악동,1111018700,무악동
1111058000,서울특별시,종로구,종로구,교남동,1111017600,교남동
1111058000,서울특별시,종로구,종로구,교남동,1111017700,평동
1111058000,서울특별시,종로구,종로구,교남동,1111017800,송월동
1111058000,서울특별시,종로구,종로구,교남동,1111017900,홍파동
1111058000,서울특별시,종로구,종로구,교남동,1111018000,교북동
1111058000,서울특별시,종로구,종로구,교남동,1111018100,행촌동
1111060000,서울특별시,종로구,종로구,가회동,1111014600,가회동
1111060000,서울특별시,종로구,종로구,가회동,1111014700,재동
1111060000,서울특별시,종로구,종로구,가회동,1111014800,계동
1111060000,서울특별시,종로구,종로구,가회동,1111014900,원서동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111011900,세종로
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111012200,청진동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111012300,서린동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111012400,수송동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111012500,중학동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111012600,종로1가
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111012700,공평동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111012800,관훈동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111012900,견지동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111013000,와룡동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111013100,권농동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111013200,운니동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111013300,익선동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111013400,경운동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111013500,관철동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111013600,인사동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111013700,낙원동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111013800,종로2가
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111015000,훈정동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111015100,묘동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111015200,봉익동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111015300,돈의동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111015400,장사동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111015500,관수동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111015600,종로3가
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111015700,인의동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111015800,예지동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111015900,원남동
1111061500,서울특별시,종로구,종로구,종로1.2.3.4가동,1111016100,종로4가
1111064000,서울특별시,종로구,종로구,이화동,1111016500,이화동
1111064000,서울특별시,종로구,종로구,이화동,1111016600,연건동
1111064000,서울특별시,종로구,종로구,이화동,1111016800,동숭동
1111065000,서울특별시,종로구,종로구,혜화동,1111013000,와룡동
1111065000,서울특별시,종로구,종로구,혜화동,1111016900,혜화동
1111065000,서울특별시,종로구,종로구,혜화동,1111017000,명륜1가
1111065000,서울특별시,종로구,종로구,혜화동,1111017100,명륜2가
1111065000,서울특별시,종로구,종로구,혜화동,1111017200,명륜4가
1111065000,서울특별시,종로구,종로구,혜화동,1111017300,명륜3가
1114052000,서울특별시,중구,중구,소공동,1114011100,소공동
1114052000,서울특별시,중구,중구,소공동,1114011300,북창동
1114052000,서울특별시,중구,중구,소공동,1114011400,태평로2가
1114052000,서울특별시,중구,중구,소공동,1114011500,남대문로2가
1114052000,서울특별시,중구,중구,소공동,1114011600,남대문로3가
1114052000,서울특별시,중구,중구,소공동,1114011700,남대문로4가
1114052000,서울특별시,중구,중구,소공동,1114011900,봉래동1가
1114052000,서울특별시,중구,중구,소공동,1114016600,서소문동
1114052000,서울특별시,중구,중구,소공동,1114016700,정동
1114052000,서울특별시,중구,중구,소공동,1114016800,순화동
1114052000,서울특별시,중구,중구,소공동,1114016900,의주로1가
1114052000,서울특별시,중구,중구,소공동,1114017000,충정로1가
1114054000,서울특별시,중구,중구,회현동,1114011200,남창동
1114054000,서울특별시,중구,중구,회현동,1114011600,남대문로3가
1114054000,서울특별시,중구,중구,회현동,1114011700,남대문로4가
1114054000,서울특별시,중구,중구,회현동,1114011800,남대문로5가
1114054000,서울특별시,중구,중구,회현동,1114011900,봉래동1가
1114054000,서울특별시,중구,중구,회현동,1114012000,봉래동2가
1114054000,서울특별시,중구,중구,회현동,1114012100,회현동1가
1114054000,서울특별시,중구,중구,회현동,1114012200,회현동2가
1114054000,서울특별시,중구,중구,회현동,1114012300,회현동3가
1114054000,서울특별시,중구,중구,회현동,1114012400,충무로1가
1114054000,서울특별시,중구,중구,회현동,1114016800,순화동
1114055000,서울특별시,중구,중구,명동,1114010100,무교동
1114055000,서울특별시,중구,중구,명동,1114010200,다동
1114055000,서울특별시,중구,중구,명동,1114010300,태평로1가
1114055000,서울특별시,중구,중구,명동,1114010400,을지로1가
1114055000,서울특별시,중구,중구,명동,1114010500,을지로2가
1114055000,서울특별시,중구,중구,명동,1114010600,남대문로1가
1114055000,서울특별시,중구,중구,명동,1114010700,삼각동
1114055000,서울특별시,중구,중구,명동,1114010800,수하동
1114055000,서울특별시,중구,중구,명동,1114010900,장교동
1114055000,서울특별시,중구,중구,명동,1114011000,수표동
1114055000,서울특별시,중구,중구,명동,1114011500,남대문로2가
1114055000,서울특별시,중구,중구,명동,1114012100,회현동1가
1114055000,서울특별시,중구,중구,명동,1114012200,회현동2가
1114055000,서울특별시,중구,중구,명동,1114012300,회현동3가
1114055000,서울특별시,중구,중구,명동,1114012400,충무로1가
1114055000,서울특별시,중구,중구,명동,1114012500,충무로2가
1114055000,서울특별시,중구,중구,명동,1114012600,명동1가
1114055000,서울특별시,중구,중구,명동,1114012700,명동2가
1114055000,서울특별시,중구,중구,명동,1114012800,남산동1가
1114055000,서울특별시,중구,중구,명동,1114012900,남산동2가
1114055000,서울특별시,중구,중구,명동,1114013000,남산동3가
1114055000,서울특별시,중구,중구,명동,1114013100,저동1가
1114055000,서울특별시,중구,중구,명동,1114014200,예장동
1114057000,서울특별시,중구,중구,필동,1114013200,충무로4가
1114057000,서울특별시,중구,중구,필동,1114013300,충무로5가
1114057000,서울특별시,중구,중구,필동,1114013600,묵정동
1114057000,서울특별시,중구,중구,필동,1114013700,필동1가
1114057000,서울특별시,중구,중구,필동,1114013800,필동2가
1114057000,서울특별시,중구,중구,필동,1114013900,필동3가
1114057000,서울특별시,중구,중구,필동,1114014000,남학동
1114057000,서울특별시,중구,중구,필동,1114014100,주자동
1114057000,서울특별시,중구,중구,필동,1114014200,예장동
1114057000,서울특별시,중구,중구,필동,1114014400,장충동2가
1114057000,서울특별시,중구,중구,필동,1114015800,충무로3가
1114058000,서울특별시,중구,중구,장충동,1114013600,묵정동
1114058000,서울특별시,중구,중구,장충동,1114014300,장충동1가
1114058000,서울특별시,중구,중구,장충동,1114014400,장충동2가
1114059000,서울특별시,중구,중구,광희동,1114013200,충무로4가
1114059000,서울특별시,중구,중구,광희동,1114013300,충무로5가
1114059000,서울특별시,중구,중구,광희동,1114013400,인현동2가
1114059000,서울특별시,중구,중구,광희동,1114013500,예관동
1114059000,서울특별시,중구,중구,광희동,1114014500,광희동1가
1114059000,서울특별시,중구,중구,광희동,1114014600,광희동2가
1114059000,서울특별시,중구,중구,광희동,1114014700,쌍림동
1114059000,서울특별시,중구,중구,광희동,1114014800,을지로6가
1114059000,서울특별시,중구,중구,광희동,1114014900,을지로7가
1114059000,서울특별시,중구,중구,광희동,1114015400,오장동
1114060500,서울특별시,중구,중구,을지로동,1114015000,을지로4가
1114060500,서울특별시,중구,중구,을지로동,1114015100,을지로5가
1114060500,서울특별시,중구,중구,을지로동,1114015200,주교동
1114060500,서울특별시,중구,중구,을지로동,1114015300,방산동
1114060500,서울특별시,중구,중구,을지로동,1114015500,을지로3가
1114060500,서울특별시,중구,중구,을지로동,1114015600,입정동
1114060500,서울특별시,중구,중구,을지로동,1114015700,산림동
1114060500,서울특별시,중구,중구,을지로동,1114015900,초동
1114060500,서울특별시,중구,중구,을지로동,1114016000,인현동1가
1114060500,서울특별시,중구,중구,을지로동,1114016100,저동2가
1114061500,서울특별시,중구,중구,신당동,1114016200,신당동
1114061500,서울특별시,중구,중구,신당동,1114016300,흥인동
1114061500,서울특별시,중구,중구,신당동,1114016400,무학동
1114062500,서울특별시,중구,중구,다산동,1114016200,신당동
1114063500,서울특별시,중구,중구,약수동,1114016200,신당동
1114064500,서울특별시,중구,중구,청구동,1114016200,신당동
1114066500,서울특별시,중구,중구,동화동,1114016200,신당동
1114067000,서울특별시,중구,중구,황학동,1114016500,황학동
1114068000,서울특별시,중구,중구,중림동,1114017100,중림동
1114068000,서울특별시,중구,중구,중림동,1114017200,의주로2가
1114068000,서울특별시,중구,중구,중림동,1114017300,만리동1가
1114068000,서울특별시,중구,중구,중림동,1114017400,만리동2가
1117051000,서울특별시,용산구,용산구,후암동,1117010100,후암동
1117052000,서울특별시,용산구,용산구,용산2가동,1117010200,용산동2가
1117052000,서울특별시,용산구,용산구,용산2가동,1117010300,용산동4가
1117053000,서울특별시,용산구,용산구,남영동,1117010400,갈월동
1117053000,서울특별시,용산구,용산구,남영동,1117010500,남영동
1117053000,서울특별시,용산구,용산구,남영동,1117010600,용산동1가
1117053000,서울특별시,용산구,용산구,남영동,1117010700,동자동
1117055500,서울특별시,용산구,용산구,청파동,1117010800,서계동
1117055500,서울특별시,용산구,용산구,청파동,1117010900,청파동1가
1117055500,서울특별시,용산구,용산구,청파동,1117011000,청파동2가
1117055500,서울특별시,용산구,용산구,청파동,1117011100,청파동3가
1117058000,서울특별시,용산구,용산구,효창동,1117011900,효창동
1117059000,서울특별시,용산구,용산구,용문동,1117012000,도원동
1117059000,서울특별시,용산구,용산구,용문동,1117012100,용문동
1117062500,서울특별시,용산구,용산구,한강로동,1117012400,한강로1가
1117062500,서울특별시,용산구,용산구,한강로동,1117012500,한강로2가
1117062500,서울특별시,용산구,용산구,한강로동,1117012600,용산동3가
1117062500,서울특별시,용산구,용산구,한강로동,1117012700,용산동5가
1117062500,서울특별시,용산구,용산구,한강로동,1117012800,한강로3가
1117068500,서울특별시,용산구,용산구,한남동,1117013100,한남동
1117069000,서울특별시,용산구,용산구,서빙고동,1117013200,동빙고동
1117069000,서울특별시,용산구,용산구,서빙고동,1117013300,서빙고동
1117069000,서울특별시,용산구,용산구,서빙고동,1117013400,주성동
1117069000,서울특별시,용산구,용산구,서빙고동,1117013500,용산동6가
1117070000,서울특별시,용산구,용산구,보광동,1117013600,보광동
1120050100,서울특별시,성동구,성동구,옥수동,1120011300,옥수동
1120064500,서울특별시,성동구,성동구,옥수동,1120011300,옥수동
1120053500,서울특별시,성동구,성동구,왕십리도선동,1120010100,상왕십리동
1120053500,서울특별시,성동구,성동구,왕십리도선동,1120010200,하왕십리동
1120053500,서울특별시,성동구,성동구,왕십리도선동,1120010300,홍익동
1120053500,서울특별시,성동구,성동구,왕십리도선동,1120010400,도선동
1120054000,서울특별시,성동구,성동구,마장동,1120010500,마장동
1120055000,서울특별시,성동구,성동구,사근동,1120010600,사근동
1120055000,서울특별시,성동구,성동구,사근동,1120010700,행당동
1120058000,서울특별시,성동구,성동구,응봉동,1120010800,응봉동
1120059000,서울특별시,성동구,성동구,금호1가동,1120010900,금호동1가
1120061500,서울특별시,성동구,성동구,금호2.3가동,1120011000,금호동2가
1120061500,서울특별시,성동구,성동구,금호2.3가동,1120011100,금호동3가
1120062000,서울특별시,성동구,성동구,금호4가동,1120011200,금호동4가
1120071000,서울특별시,성동구,광진구,화양동,1120011600,화양동
1120071000,서울특별시,성동구,광진구,화양동,1120011700,모진동
1121571000,서울특별시,광진구,광진구,화양동,1121510700,화양동
1121571000,서울특별시,광진구,광진구,화양동,1121510800,모진동
1120072000,서울특별시,성동구,성동구,송정동,1120011800,송정동
1120073000,서울특별시,성동구,광진구,군자동,1120011900,군자동
1120073000,서울특별시,성동구,광진구,군자동,1120012100,능동
1121573000,서울특별시,광진구,광진구,군자동,1121510200,능동
1121573000,서울특별시,광진구,광진구,군자동,1121510900,군자동
1120078000,서울특별시,성동구,광진구,능동,1120012100,능동
1120078000,서울특별시,성동구,광진구,능동,1120012400,구의동
1121578000,서울특별시,광진구,광진구,능동,1121510200,능동
1120079000,서울특별시,성동구,성동구,용답동,1120011800,송정동
1120079000,서울특별시,성동구,성동구,용답동,1120011900,군자동
1120079000,서울특별시,성동구,성동구,용답동,1120012100,능동
1120079000,서울특별시,성동구,성동구,용답동,1120012200,용답동
1120081000,서울특별시,성동구,광진구,광장동,1120012300,광장동
1120081000,서울특별시,성동구,광진구,광장동,1120012400,구의동
1121581000,서울특별시,광진구,광진구,광장동,1121510400,광장동
1123053600,서울특별시,동대문구,동대문구,용신동,1123010100,신설동
1123053600,서울특별시,동대문구,동대문구,용신동,1123010200,용두동
1123054500,서울특별시,동대문구,동대문구,제기동,1123010300,제기동
1123070500,서울특별시,동대문구,동대문구,청량리동,1123010700,청량리동
1123071000,서울특별시,동대문구,동대문구,회기동,1123010800,회기동
1126056500,서울특별시,중랑구,중랑구,면목본동,1126010100,면목동
1126065500,서울특별시,중랑구,중랑구,망우본동,1126010500,망우동
1126068000,서울특별시,중랑구,중랑구,신내1동,1126010600,신내동
1126069000,서울특별시,중랑구,중랑구,신내2동,1126010600,신내동
1129052500,서울특별시,성북구,성북구,성북동,1129010100,성북동
1129052500,서울특별시,성북구,성북구,성북동,1129010200,성북동1가
1129052500,서울특별시,성북구,성북구,성북동,1129010400,동소문동1가
1129052500,서울특별시,성북구,성북구,성북동,1129010700,동소문동4가
1129055500,서울특별시,성북구,성북구,삼선동,1129010300,돈암동
1129055500,서울특별시,성북구,성북구,삼선동,1129010500,동소문동2가
1129055500,서울특별시,성북구,성북구,삼선동,1129010600,동소문동3가
1129055500,서울특별시,성북구,성북구,삼선동,1129010800,동소문동5가
1129055500,서울특별시,성북구,성북구,삼선동,1129011100,삼선동1가
1129055500,서울특별시,성북구,성북구,삼선동,1129011200,삼선동2가
1129055500,서울특별시,성북구,성북구,삼선동,1129011300,삼선동3가
1129055500,서울특별시,성북구,성북구,삼선동,1129011400,삼선동4가
1129055500,서울특별시,성북구,성북구,삼선동,1129011500,삼선동5가
1129057500,서울특별시,성북구,성북구,동선동,1129010300,돈암동
1129057500,서울특별시,성북구,성북구,동선동,1129010900,동소문동6가
1129057500,서울특별시,성북구,성북구,동선동,1129011000,동소문동7가
1129057500,서울특별시,성북구,성북구,동선동,1129011600,동선동1가
1129057500,서울특별시,성북구,성북구,동선동,1129011700,동선동2가
1129057500,서울특별시,성북구,성북구,동선동,1129011800,동선동3가
1129057500,서울특별시,성북구,성북구,동선동,1129011900,동선동4가
1129057500,서울특별시,성북구,성북구,동선동,1129012000,동선동5가
1129060000,서울특별시,성북구,성북구,안암동,1129012100,안암동1가
1129060000,서울특별시,성북구,성북구,안암동,1129012200,안암동2가
1129060000,서울특별시,성북구,성북구,안암동,1129012300,안암동3가
1129060000,서울특별시,성북구,성북구,안암동,1129012400,안암동4가
1129060000,서울특별시,성북구,성북구,안암동,1129012500,안암동5가
1129061000,서울특별시,성북구,성북구,보문동,1129012600,보문동4가
1129061000,서울특별시,성북구,성북구,보문동,1129012700,보문동5가
1129061000,서울특별시,성북구,성북구,보문동,1129012800,보문동6가
1129061000,서울특별시,성북구,성북구,보문동,1129012900,보문동7가
1129061000,서울특별시,성북구,성북구,보문동,1129013000,보문동1가
1129061000,서울특별시,성북구,성북구,보문동,1129013100,보문동2가
1129061000,서울특별시,성북구,성북구,보문동,1129013200,보문동3가
1129070500,서울특별시,성북구,성북구,종암동,1129013500,종암동
1129081000,서울특별시,성북구,성북구,석관동,1129013900,석관동
1130553400,서울특별시,강북구,강북구,삼양동,1130510100,미아동
