자치구,행정동,만0~2세_인구수,만3~5세_인구수,만0~2세_국공립,만0~2세_가정,만0~2세_민간,만0~2세_기타,만3~5세_국공립,만3~5세_가정,만3~5세_민간,만3~5세_기타,만3~5세_유치원,만0~2세_어린이집,만3~5세_어린이집,만0~2세_가정보육,만3~5세_가정보육,만0~2세_어린이집_이용률,만0~2세_국공립_이용률,만0~2세_가정_이용률,만0~2세_민간_이용률,만0~2세_기타_이용률,만3~5세_어린이집_이용률,만3~5세_국공립_이용률,만3~5세_가정_이용률,만3~5세_민간_이용률,만3~5세_기타_이용률,만3~5세_유치원_이용률
강남구,개포1동,43,120,0,0,15,0,0,0,6,0,17,15,6,28,97,0.3488372093023256,0.0,0.0,0.3488372093023256,0.0,0.05,0.0,0.0,0.05,0.0,0.14166666666666666
강남구,개포2동,421,481,79,50,0,0,78,0,0,0,182,129,78,292,221,0.30641330166270786,0.1876484560570071,0.1187648456057007,0.0,0.0,0.16216216216216217,0.16216216216216217,0.0,0.0,0.0,0.3783783783783784
강남구,개포4동,404,479,172,43,78,17,114,0,103,26,102,310,243,94,134,0.7673267326732673,0.42574257425742573,0.10643564356435643,0.19306930693069307,0.04207920792079208,0.5073068893528184,0.23799582463465555,0.0,0.2150313152400835,0.054279749478079335,0.21294363256784968
강남구,논현1동,205,231,62,17,12,0,60,0,51,0,42,91,111,114,78,0.44390243902439025,0.3024390243902439,0.08292682926829269,0.05853658536585366,0.0,0.4805194805194805,0.2597402597402597,0.0,0.22077922077922077,0.0,0.18181818181818182
강남구,논현2동,275,359,56,0,31,12,48,0,0,7,84,99,55,176,220,0.36,0.20363636363636364,0.0,0.11272727272727273,0.04363636363636364,0.1532033426183844,0.13370473537604458,0.0,0.0,0.019498607242339833,0.233983286908078
강남구,대치1동,159,427,62,0,123,0,37,0,12,0,120,185,49,0,258,1.0,0.389937106918239,0.0,0.7735849056603774,0.0,0.11475409836065574,0.08665105386416862,0.0,0.02810304449648712,0.0,0.2810304449648712
강남구,대치2동,279,474,151,34,0,50,113,0,0,43,60,235,156,44,258,0.8422939068100358,0.5412186379928315,0.12186379928315412,0.0,0.17921146953405018,0.3291139240506329,0.23839662447257384,0.0,0.0,0.09071729957805907,0.12658227848101267
강남구,대치4동,157,196,81,22,48,78,87,0,71,87,53,229,245,0,0,1.0,0.5159235668789809,0.14012738853503184,0.3057324840764331,0.4968152866242038,1.0,0.44387755102040816,0.0,0.3622448979591837,0.44387755102040816,0.27040816326530615
강남구,도곡1동,313,463,38,55,42,0,55,0,9,0,189,135,64,178,210,0.43130990415335463,0.12140575079872204,0.1757188498402556,0.134185303514377,0.0,0.13822894168466524,0.11879049676025918,0.0,0.019438444924406047,0.0,0.408207343412527
강남구,도곡2동,477,797,87,20,42,0,96,0,0,0,265,149,96,328,436,0.31236897274633124,0.18238993710691823,0.041928721174004195,0.0880503144654088,0.0,0.12045169385194479,0.12045169385194479,0.0,0.0,0.0,0.3324968632371393
강남구,삼성1동,204,276,84,0,47,37,92,0,8,30,144,168,130,36,2,0.8235294117647058,0.4117647058823529,0.0,0.23039215686274508,0.18137254901960784,0.47101449275362317,0.3333333333333333,0.0,0.028985507246376812,0.10869565217391304,0.5217391304347826
강남구,삼성2동,463,689,103,49,108,58,37,0,150,67,76,318,254,145,359,0.6868250539956804,0.2224622030237581,0.10583153347732181,0.23326133909287258,0.12526997840172785,0.3686502177068215,0.05370101596516691,0.0,0.21770682148040638,0.09724238026124818,0.11030478955007257
강남구,세곡동,837,1144,318,159,84,29,322,0,17,12,479,590,351,247,314,0.7048984468339307,0.37992831541218636,0.18996415770609318,0.1003584229390681,0.03464755077658303,0.3068181818181818,0.28146853146853146,0.0,0.01486013986013986,0.01048951048951049,0.4187062937062937
강남구,수서동,243,212,100,31,66,25,61,0,45,27,576,222,133,21,0,0.9135802469135802,0.411522633744856,0.12757201646090535,0.2716049382716049,0.102880658436214,0.6273584905660378,0.28773584905660377,0.0,0.21226415094339623,0.12735849056603774,1.0
강남구,신사동,182,318,100,1,34,0,98,0,0,0,86,135,98,47,134,0.7417582417582418,0.5494505494505495,0.005494505494505495,0.18681318681318682,0.0,0.3081761006289308,0.3081761006289308,0.0,0.0,0.0,0.27044025157232704
강남구,압구정동,438,630,112,12,0,28,60,0,0,38,84,152,98,286,448,0.3470319634703196,0.2557077625570776,0.0273972602739726,0.0,0.0639269406392694,0.15555555555555556,0.09523809523809523,0.0,0.0,0.06031746031746032,0.13333333333333333
강남구,역삼1동,294,333,27,16,32,109,23,0,71,75,34,184,169,110,130,0.6258503401360545,0.09183673469387756,0.05442176870748299,0.10884353741496598,0.3707482993197279,0.5075075075075075,0.06906906906906907,0.0,0.2132132132132132,0.22522522522522523,0.1021021021021021
강남구,역삼2동,599,709,62,12,133,15,103,0,5,13,86,222,121,377,502,0.37061769616026713,0.10350584307178631,0.02003338898163606,0.22203672787979967,0.025041736227045076,0.17066290550070523,0.14527503526093088,0.0,0.007052186177715092,0.018335684062059238,0.12129760225669958
강남구,일원1동,172,233,55,15,63,43,43,0,84,9,52,176,136,0,45,1.0,0.31976744186046513,0.0872093023255814,0.36627906976744184,0.25,0.5836909871244635,0.18454935622317598,0.0,0.3605150214592275,0.03862660944206009,0.22317596566523606
강남구,일원2동,300,378,91,28,33,16,97,0,0,31,173,168,128,132,77,0.56,0.30333333333333334,0.09333333333333334,0.11,0.05333333333333334,0.3386243386243386,0.2566137566137566,0.0,0.0,0.082010582010582,0.4576719576719577
강남구,일원본동,349,604,125,52,77,65,112,0,71,125,244,319,308,30,52,0.9140401146131805,0.35816618911174786,0.1489971346704871,0.22063037249283668,0.18624641833810887,0.5099337748344371,0.18543046357615894,0.0,0.11754966887417219,0.20695364238410596,0.40397350993377484
강남구,청담동,443,688,95,0,39,26,86,0,11,22,232,160,119,283,337,0.3611738148984199,0.2144469525959368,0.0,0.08803611738148984,0.05869074492099323,0.17296511627906977,0.125,0.0,0.015988372093023256,0.03197674418604651,0.3372093023255814
강동구,강일동,741,874,307,239,124,0,284,0,18,0,609,670,302,71,0,0.9041835357624831,0.4143049932523617,0.3225371120107962,0.16734143049932523,0.0,0.34553775743707094,0.32494279176201374,0.0,0.020594965675057208,0.0,0.6967963386727689
강동구,고덕1동,534,864,93,93,81,0,191,0,49,0,239,267,240,267,385,0.5,0.17415730337078653,0.17415730337078653,0.15168539325842698,0.0,0.2777777777777778,0.22106481481481483,0.0,0.056712962962962965,0.0,0.27662037037037035
강동구,고덕2동,612,830,136,74,72,0,202,0,52,0,148,282,254,330,428,0.46078431372549017,0.2222222222222222,0.12091503267973856,0.11764705882352941,0.0,0.3060240963855422,0.2433734939759036,0.0,0.06265060240963856,0.0,0.1783132530120482
강동구,길동,657,795,107,14,182,14,80,0,313,52,455,317,445,340,0,0.4824961948249619,0.1628614916286149,0.0213089802130898,0.2770167427701674,0.0213089802130898,0.559748427672956,0.10062893081761007,0.0,0.3937106918238994,0.06540880503144654,0.5723270440251572
강동구,둔촌2동,440,551,104,66,58,27,71,0,64,55,140,255,190,185,221,0.5795454545454546,0.23636363636363636,0.15,0.1318181818181818,0.06136363636363636,0.3448275862068966,0.12885662431941924,0.0,0.1161524500907441,0.0998185117967332,0.2540834845735027
강동구,명일1동,578,630,90,140,35,0,143,0,161,0,60,265,304,313,266,0.458477508650519,0.15570934256055363,0.2422145328719723,0.06055363321799308,0.0,0.48253968253968255,0.22698412698412698,0.0,0.25555555555555554,0.0,0.09523809523809523
강동구,명일2동,179,290,30,76,73,10,33,0,8,11,407,189,52,0,0,1.0,0.16759776536312848,0.4245810055865922,0.40782122905027934,0.055865921787709494,0.1793103448275862,0.11379310344827587,0.0,0.027586206896551724,0.03793103448275862,1.0
강동구,성내1동,425,488,134,50,107,24,118,0,109,34,137,315,261,110,90,0.7411764705882353,0.31529411764705884,0.11764705882352941,0.25176470588235295,0.05647058823529412,0.5348360655737705,0.24180327868852458,0.0,0.22336065573770492,0.06967213114754098,0.2807377049180328
강동구,성내2동,316,352,76,22,133,0,99,0,150,0,0,231,249,85,103,0.7310126582278481,0.24050632911392406,0.06962025316455696,0.4208860759493671,0.0,0.7073863636363636,0.28125,0.0,0.42613636363636365,0.0,0.0
강동구,성내3동,376,417,105,44,97,0,103,0,171,0,421,246,274,130,0,0.6542553191489362,0.27925531914893614,0.11702127659574468,0.2579787234042553,0.0,0.657074340527578,0.24700239808153476,0.0,0.41007194244604317,0.0,1.0
강동구,암사1동,569,682,105,40,300,24,110,8,216,42,128,469,376,100,178,0.8242530755711776,0.18453427065026362,0.070298769771529,0.5272407732864675,0.0421792618629174,0.5513196480938416,0.16129032258064516,0.011730205278592375,0.31671554252199413,0.06158357771260997,0.187683284457478
강동구,암사2동,485,416,91,147,94,0,55,0,79,0,194,332,134,153,88,0.6845360824742268,0.18762886597938144,0.3030927835051546,0.19381443298969073,0.0,0.32211538461538464,0.13221153846153846,0.0,0.18990384615384615,0.0,0.46634615384615385
강동구,암사3동,389,603,98,60,23,9,162,0,42,8,227,190,212,199,164,0.4884318766066838,0.2519280205655527,0.15424164524421594,0.05912596401028278,0.02313624678663239,0.351575456053068,0.26865671641791045,0.0,0.06965174129353234,0.013266998341625208,0.37645107794361526
강동구,천호1동,381,473,134,77,124,0,85,0,216,0,72,335,301,46,100,0.8792650918635171,0.35170603674540685,0.2020997375328084,0.32545931758530183,0.0,0.6363636363636364,0.17970401691331925,0.0,0.45665961945031713,0.0,0.1522198731501057
강동구,천호2동,527,558,141,0,118,15,176,0,167,18,232,274,361,253,0,0.5199240986717267,0.2675521821631879,0.0,0.2239089184060721,0.028462998102466792,0.6469534050179212,0.3154121863799283,0.0,0.2992831541218638,0.03225806451612903,0.4157706093189964
강동구,천호3동,416,428,97,43,49,0,31,0,145,0,194,189,176,227,58,0.4543269230769231,0.23317307692307693,0.10336538461538461,0.11778846153846154,0.0,0.411214953271028,0.07242990654205607,0.0,0.338785046728972,0.0,0.4532710280373832
강북구,미아동,163,246,83,12,38,0,139,0,70,0,0,133,209,30,37,0.8159509202453987,0.50920245398773,0.0736196319018405,0.2331288343558282,0.0,0.8495934959349594,0.5650406504065041,0.0,0.2845528455284553,0.0,0.0
강북구,번1동,185,199,70,9,31,8,93,0,39,8,59,118,140,67,0,0.6378378378378379,0.3783783783783784,0.04864864864864865,0.16756756756756758,0.043243243243243246,0.7035175879396985,0.46733668341708545,0.0,0.19597989949748743,0.04020100502512563,0.2964824120603015
강북구,번2동,161,215,49,30,23,0,81,0,141,0,36,102,222,59,0,0.6335403726708074,0.30434782608695654,0.18633540372670807,0.14285714285714285,0.0,1.0,0.3767441860465116,0.0,0.6558139534883721,0.0,0.16744186046511628
강북구,번3동,212,278,46,41,37,19,25,0,108,30,34,143,163,69,81,0.6745283018867925,0.2169811320754717,0.19339622641509435,0.17452830188679244,0.08962264150943396,0.5863309352517986,0.08992805755395683,0.0,0.38848920863309355,0.1079136690647482,0.1223021582733813
강북구,삼각산동,554,876,274,36,93,0,49,0,315,0,120,403,364,151,392,0.7274368231046932,0.49458483754512633,0.06498194945848375,0.16787003610108303,0.0,0.4155251141552511,0.05593607305936073,0.0,0.3595890410958904,0.0,0.136986301369863
강북구,삼양동,314,404,130,51,23,8,144,0,44,17,269,212,205,102,0,0.6751592356687898,0.4140127388535032,0.1624203821656051,0.0732484076433121,0.025477707006369428,0.5074257425742574,0.3564356435643564,0.0,0.10891089108910891,0.04207920792079208,0.6658415841584159
강북구,송중동,383,472,168,7,82,0,184,0,124,0,308,257,308,126,0,0.6710182767624021,0.4386422976501306,0.018276762402088774,0.21409921671018275,0.0,0.652542372881356,0.3898305084745763,0.0,0.2627118644067797,0.0,0.652542372881356
강북구,송천동,241,333,72,22,56,0,64,0,103,0,34,150,167,91,132,0.6224066390041494,0.2987551867219917,0.0912863070539419,0.23236514522821577,0.0,0.5015015015015015,0.1921921921921922,0.0,0.30930930930930933,0.0,0.1021021021021021
강북구,수유1동,233,345,41,0,152,0,38,0,310,0,59,193,348,40,0,0.8283261802575107,0.1759656652360515,0.0,0.6523605150214592,0.0,1.0,0.11014492753623188,0.0,0.8985507246376812,0.0,0.17101449275362318
강북구,수유2동,251,344,52,11,112,0,43,0,253,0,234,175,296,76,0,0.6972111553784861,0.20717131474103587,0.043824701195219126,0.44621513944223107,0.0,0.8604651162790697,0.125,0.0,0.7354651162790697,0.0,0.6802325581395349
강북구,수유3동,204,273,12,0,110,16,12,0,114,27,39,138,153,66,81,0.6764705882352942,0.058823529411764705,0.0,0.5392156862745098,0.0784313725490196,0.5604395604395604,0.04395604395604396,0.0,0.4175824175824176,0.0989010989010989,0.14285714285714285
강북구,우이동,234,372,120,0,120,5,152,0,247,17,87,245,416,0,0,1.0,0.5128205128205128,0.0,0.5128205128205128,0.021367521367521368,1.0,0.40860215053763443,0.0,0.6639784946236559,0.0456989247311828,0.23387096774193547
강북구,인수동,326,491,139,7,20,4,156,0,21,10,147,170,187,156,157,0.5214723926380368,0.4263803680981595,0.02147239263803681,0.06134969325153374,0.012269938650306749,0.38085539714867617,0.31771894093686354,0.0,0.04276985743380855,0.020366598778004074,0.29938900203665986
강서구,가양1동,489,515,85,193,91,194,62,0,16,264,249,563,342,0,0,1.0,0.1738241308793456,0.3946830265848671,0.18609406952965235,0.3967280163599182,0.6640776699029126,0.1203883495145631,0.0,0.031067961165048542,0.512621359223301,0.48349514563106794
강서구,가양2동,158,158,75,106,35,0,101,0,30,0,193,216,131,0,0,1.0,0.47468354430379744,0.6708860759493671,0.22151898734177214,0.0,0.8291139240506329,0.6392405063291139,0.0,0.189873417721519,0.0,1.0
강서구,가양3동,316,234,54,51,58,0,30,0,33,0,370,163,63,153,0,0.5158227848101266,0.17088607594936708,0.16139240506329114,0.18354430379746836,0.0,0.2692307692307692,0.1282051282051282,0.0,0.14102564102564102,0.0,1.0
강서구,공항동,646,900,207,170,0,80,305,0,0,129,258,457,434,189,208,0.7074303405572755,0.3204334365325077,0.2631578947368421,0.0,0.1238390092879257,0.4822222222222222,0.3388888888888889,0.0,0.0,0.14333333333333334,0.2866666666666667
강서구,등촌1동,452,423,84,58,66,48,41,0,58,63,124,256,162,196,137,0.5663716814159292,0.18584070796460178,0.12831858407079647,0.14601769911504425,0.10619469026548672,0.3829787234042553,0.09692671394799054,0.0,0.13711583924349882,0.14893617021276595,0.29314420803782504
강서구,등촌2동,335,396,42,32,103,7,21,0,106,8,140,184,135,151,121,0.5492537313432836,0.1253731343283582,0.0955223880597015,0.3074626865671642,0.020895522388059702,0.3409090909090909,0.05303030303030303,0.0,0.2676767676767677,0.020202020202020204,0.35353535353535354
강서구,등촌3동,493,523,182,73,5,22,163,0,11,0,442,282,174,211,0,0.5720081135902637,0.3691683569979716,0.14807302231237324,0.010141987829614604,0.04462474645030426,0.3326959847036329,0.31166347992351817,0.0,0.021032504780114723,0.0,0.8451242829827916
강서구,발산1동,606,937,155,141,132,50,171,0,150,33,792,478,354,128,0,0.7887788778877888,0.25577557755775576,0.23267326732673269,0.21782178217821782,0.08250825082508251,0.37780149413020275,0.1824973319103522,0.0,0.16008537886872998,0.035218783351120594,0.8452508004268944
강서구,방화1동,844,1299,322,264,64,0,292,0,112,0,550,650,404,194,345,0.7701421800947867,0.3815165876777251,0.3127962085308057,0.07582938388625593,0.0,0.31100846805234794,0.22478829869130101,0.0,0.08622016936104696,0.0,0.42340261739799845
강서구,방화2동,300,367,52,64,75,32,101,0,115,33,301,223,249,77,0,0.7433333333333333,0.17333333333333334,0.21333333333333335,0.25,0.10666666666666667,0.6784741144414169,0.27520435967302453,0.0,0.3133514986376022,0.08991825613079019,0.8201634877384196
강서구,방화3동,391,424,55,61,141,0,61,0,167,0,218,257,228,134,0,0.6572890025575447,0.14066496163682865,0.15601023017902813,0.36061381074168797,0.0,0.5377358490566038,0.14386792452830188,0.0,0.3938679245283019,0.0,0.5141509433962265
강서구,염창동,976,1226,188,192,161,23,131,0,278,39,62,564,448,412,716,0.5778688524590164,0.19262295081967212,0.19672131147540983,0.16495901639344263,0.0235655737704918,0.36541598694942906,0.1068515497553018,0.0,0.2267536704730832,0.03181076672104405,0.05057096247960848
강서구,우장산동,647,1132,117,235,50,7,167,0,151,0,407,409,318,238,407,0.6321483771251932,0.18083462132921174,0.36321483771251933,0.07727975270479134,0.010819165378670788,0.28091872791519434,0.14752650176678445,0.0,0.1333922261484099,0.0,0.35954063604240283
강서구,화곡1동,914,908,88,106,224,0,167,0,298,0,83,418,465,496,360,0.4573304157549234,0.0962800875273523,0.11597374179431072,0.24507658643326038,0.0,0.512114537444934,0.183920704845815,0.0,0.32819383259911894,0.0,0.09140969162995595
강서구,화곡2동,289,362,108,40,18,0,206,0,12,0,151,166,218,123,0,0.5743944636678201,0.3737024221453287,0.1384083044982699,0.06228373702422145,0.0,0.6022099447513812,0.569060773480663,0.0,0.03314917127071823,0.0,0.4171270718232044
강서구,화곡3동,311,418,94,57,44,18,64,0,100,72,148,213,236,98,34,0.684887459807074,0.3022508038585209,0.1832797427652733,0.1414790996784566,0.05787781350482315,0.5645933014354066,0.15311004784688995,0.0,0.23923444976076555,0.1722488038277512,0.35406698564593303
강서구,화곡4동,318,339,41,62,88,22,74,0,141,16,157,213,231,105,0,0.6698113207547169,0.1289308176100629,0.1949685534591195,0.27672955974842767,0.06918238993710692,0.6814159292035398,0.2182890855457227,0.0,0.415929203539823,0.0471976401179941,0.4631268436578171
강서구,화곡6동,335,420,49,12,124,28,44,0,110,30,225,213,184,122,11,0.6358208955223881,0.14626865671641792,0.03582089552238806,0.3701492537313433,0.08358208955223881,0.4380952380952381,0.10476190476190476,0.0,0.2619047619047619,0.07142857142857142,0.5357142857142857
강서구,화곡8동,369,413,100,93,167,5,71,0,193,12,113,365,276,4,24,0.989159891598916,0.27100271002710025,0.25203252032520324,0.45257452574525747,0.013550135501355014,0.6682808716707022,0.17191283292978207,0.0,0.46731234866828086,0.029055690072639227,0.2736077481840194
강서구,화곡본동,536,697,93,78,240,17,140,0,383,35,190,428,558,108,0,0.7985074626865671,0.17350746268656717,0.1455223880597015,0.44776119402985076,0.03171641791044776,0.8005738880918221,0.20086083213773315,0.0,0.5494978479196556,0.05021520803443329,0.27259684361549497
관악구,낙성대동,160,214,113,20,66,8,113,0,80,58,0,207,251,0,0,1.0,0.70625,0.125,0.4125,0.05,1.0,0.5280373831775701,0.0,0.37383177570093457,0.27102803738317754,0.0
관악구,난곡동,312,411,97,14,51,0,158,0,59,0,233,162,217,150,0,0.5192307692307693,0.3108974358974359,0.04487179487179487,0.16346153846153846,0.0,0.5279805352798054,0.3844282238442822,0.0,0.1435523114355231,0.0,0.5669099756690997
관악구,난향동,245,370,63,73,22,0,77,0,104,0,122,158,181,87,67,0.6448979591836734,0.2571428571428571,0.2979591836734694,0.08979591836734693,0.0,0.4891891891891892,0.20810810810810812,0.0,0.2810810810810811,0.0,0.32972972972972975
관악구,남현동,275,335,23,27,27,57,27,0,0,61,163,134,88,141,84,0.48727272727272725,0.08363636363636363,0.09818181818181818,0.09818181818181818,0.20727272727272728,0.2626865671641791,0.08059701492537313,0.0,0.0,0.18208955223880596,0.48656716417910445
관악구,대학동,188,188,25,38,23,126,11,0,9,167,77,212,187,0,0,1.0,0.13297872340425532,0.20212765957446807,0.12234042553191489,0.6702127659574468,0.9946808510638298,0.05851063829787234,0.0,0.047872340425531915,0.8882978723404256,0.4095744680851064
관악구,미성동,377,540,119,36,120,0,201,0,32,0,123,275,233,102,184,0.7294429708222812,0.3156498673740053,0.09549071618037135,0.3183023872679045,0.0,0.43148148148148147,0.37222222222222223,0.0,0.05925925925925926,0.0,0.22777777777777777
관악구,보라매동,294,407,139,18,76,12,214,0,187,8,43,245,409,49,0,0.8333333333333334,0.47278911564625853,0.061224489795918366,0.2585034013605442,0.04081632653061224,1.0,0.5257985257985258,0.0,0.4594594594594595,0.019656019656019656,0.10565110565110565
관악구,삼성동,193,293,114,1,18,0,165,0,23,0,179,133,188,60,0,0.689119170984456,0.5906735751295337,0.0051813471502590676,0.09326424870466321,0.0,0.6416382252559727,0.5631399317406144,0.0,0.07849829351535836,0.0,0.6109215017064846
관악구,서림동,201,266,53,48,12,2,87,0,24,0,59,115,111,86,96,0.572139303482587,0.263681592039801,0.23880597014925373,0.05970149253731343,0.009950248756218905,0.41729323308270677,0.32706766917293234,0.0,0.09022556390977443,0.0,0.22180451127819548
관악구,서원동,201,203,115,32,62,2,143,0,93,0,0,211,236,0,0,1.0,0.572139303482587,0.15920398009950248,0.30845771144278605,0.009950248756218905,1.0,0.7044334975369458,0.0,0.458128078817734,0.0,0.0
관악구,성현동,451,603,118,101,48,0,64,0,118,0,392,267,182,184,29,0.5920177383592018,0.2616407982261641,0.22394678492239467,0.10643015521064302,0.0,0.3018242122719735,0.10613598673300166,0.0,0.1956882255389718,0.0,0.6500829187396352
관악구,신림동,125,119,48,0,30,0,75,0,0,0,0,78,75,47,44,0.624,0.384,0.0,0.24,0.0,0.6302521008403361,0.6302521008403361,0.0,0.0,0.0,0.0
관악구,신사동,205,264,68,7,54,0,78,0,117,0,100,129,195,76,0,0.6292682926829268,0.33170731707317075,0.03414634146341464,0.2634146341463415,0.0,0.7386363636363636,0.29545454545454547,0.0,0.4431818181818182,0.0,0.3787878787878788
관악구,신원동,158,179,39,0,54,0,61,0,62,0,56,93,123,65,0,0.5886075949367089,0.2468354430379747,0.0,0.34177215189873417,0.0,0.6871508379888268,0.3407821229050279,0.0,0.3463687150837989,0.0,0.3128491620111732
관악구,은천동,468,656,174,91,53,0,245,0,48,0,534,318,293,150,0,0.6794871794871795,0.3717948717948718,0.19444444444444445,0.11324786324786325,0.0,0.44664634146341464,0.37347560975609756,0.0,0.07317073170731707,0.0,0.8140243902439024
관악구,인헌동,311,319,89,37,73,8,65,0,96,58,253,207,219,104,0,0.6655948553054662,0.2861736334405145,0.1189710610932476,0.2347266881028939,0.02572347266881029,0.6865203761755486,0.20376175548589343,0.0,0.30094043887147337,0.18181818181818182,0.7931034482758621
관악구,조원동,160,216,64,42,53,0,153,0,42,0,0,159,195,1,21,0.99375,0.4,0.2625,0.33125,0.0,0.9027777777777778,0.7083333333333334,0.0,0.19444444444444445,0.0,0.0
관악구,중앙동,116,130,52,0,0,0,77,0,0,0,34,52,77,64,19,0.4482758620689655,0.4482758620689655,0.0,0.0,0.0,0.5923076923076923,0.5923076923076923,0.0,0.0,0.0,0.26153846153846155
관악구,청룡동,361,411,139,18,33,18,141,0,38,22,131,208,201,153,79,0.5761772853185596,0.3850415512465374,0.04986149584487535,0.09141274238227147,0.04986149584487535,0.48905109489051096,0.34306569343065696,0.0,0.09245742092457421,0.0535279805352798,0.31873479318734793
관악구,청림동,356,437,170,97,0,0,44,0,0,0,413,267,44,89,0,0.75,0.47752808988764045,0.27247191011235955,0.0,0.0,0.10068649885583524,0.10068649885583524,0.0,0.0,0.0,0.9450800915331807
관악구,행운동,337,358,185,58,73,10,157,0,76,34,356,326,267,11,0,0.9673590504451038,0.5489614243323442,0.17210682492581603,0.2166172106824926,0.02967359050445104,0.7458100558659218,0.43854748603351956,0.0,0.2122905027932961,0.09497206703910614,0.994413407821229
광진구,광장동,464,818,174,70,54,11,45,8,10,17,495,309,80,155,243,0.665948275862069,0.375,0.15086206896551724,0.11637931034482758,0.023706896551724137,0.097799511002445,0.0550122249388753,0.009779951100244499,0.012224938875305624,0.02078239608801956,0.6051344743276283
광진구,구의1동,256,266,56,0,107,0,71,0,107,0,129,163,178,93,0,0.63671875,0.21875,0.0,0.41796875,0.0,0.6691729323308271,0.2669172932330827,0.0,0.40225563909774437,0.0,0.4849624060150376
광진구,구의2동,440,548,66,43,123,28,75,0,88,33,57,260,196,180,295,0.5909090909090909,0.15,0.09772727272727273,0.27954545454545454,0.06363636363636363,0.35766423357664234,0.13686131386861314,0.0,0.16058394160583941,0.060218978102189784,0.10401459854014598
광진구,구의3동,489,574,131,123,41,0,99,0,19,0,187,295,118,194,269,0.6032719836400818,0.26789366053169733,0.25153374233128833,0.08384458077709611,0.0,0.20557491289198607,0.17247386759581881,0.0,0.033101045296167246,0.0,0.32578397212543553
광진구,군자동,221,276,92,19,48,2,101,0,53,4,209,161,158,60,0,0.7285067873303167,0.416289592760181,0.08597285067873303,0.2171945701357466,0.00904977375565611,0.572463768115942,0.36594202898550726,0.0,0.19202898550724637,0.014492753623188406,0.7572463768115942
광진구,능동,185,177,68,20,62,0,82,0,35,0,347,150,117,35,0,0.8108108108108109,0.3675675675675676,0.10810810810810811,0.33513513513513515,0.0,0.6610169491525424,0.4632768361581921,0.0,0.1977401129943503,0.0,1.0
광진구,자양1동,258,316,58,9,102,12,138,0,69,17,183,181,224,77,0,0.7015503875968992,0.2248062015503876,0.03488372093023256,0.3953488372093023,0.046511627906976744,0.7088607594936709,0.43670886075949367,0.0,0.21835443037974683,0.05379746835443038,0.5791139240506329
광진구,자양2동,399,492,86,61,89,0,80,0,57,0,242,236,137,163,113,0.5914786967418546,0.21553884711779447,0.15288220551378445,0.22305764411027568,0.0,0.2784552845528455,0.16260162601626016,0.0,0.11585365853658537,0.0,0.491869918699187
광진구,자양3동,561,724,94,82,151,0,126,0,87,0,244,327,213,234,267,0.5828877005347594,0.16755793226381463,0.14616755793226383,0.26916221033868093,0.0,0.2941988950276243,0.17403314917127072,0.0,0.12016574585635359,0.0,0.3370165745856354
